run_id,condition,rt,stimulus,key_press,trial_type,trial_index,time_elapsed,internal_node_id,iTrial,Phase,StimulusDurationSetting,correctResponse,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version
40,1,1731.56,Press Key to Begin Experiment,78,html-keyboard-response,0,1734,0.0-0.0,1,welcomeScreen,"""","""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,1,1816,0.0-1.0,1,ITI,10,"""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,jspsych/allScrambledFaces/scrambledBM35DIS.JPG,null,image-keyboard-response,2,1888,0.0-2.0,0,forwardMask,20,d,10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,jspsych/allFaces/BM35DIS.JPG,null,image-keyboard-response,3,1912,0.0-3.0,0,Cue,"function(){
        return jsPsych.randomization.sampleWithoutReplacement(cueDuration, 1)[0]}","""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,jspsych/allFaces/BM04NES.JPG,null,image-keyboard-response,4,1938,0.0-4.0,0,backwardMask,20,"""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,5,1956,0.0-5.0,0,fixationBtwnNeutralMaskAndPrompt,10,"""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,6,1976,0.0-6.0,2,ITI,10,"""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,jspsych/allScrambledFaces/scrambledBF17DIS.JPG,null,image-keyboard-response,7,1999,0.0-7.0,1,forwardMask,20,d,10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,jspsych/allFaces/BF17DIS.JPG,null,image-keyboard-response,8,2027,0.0-8.0,1,Cue,"function(){
        return jsPsych.randomization.sampleWithoutReplacement(cueDuration, 1)[0]}","""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,jspsych/allFaces/AM08NES.JPG,null,image-keyboard-response,9,2058,0.0-9.0,1,backwardMask,20,"""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,10,2076,0.0-10.0,1,fixationBtwnNeutralMaskAndPrompt,10,"""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,11,2096,0.0-11.0,3,ITI,10,"""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,jspsych/allScrambledFaces/scrambledAF19DIS.JPG,null,image-keyboard-response,12,2126,0.0-12.0,2,forwardMask,20,d,10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,jspsych/allFaces/AF19DIS.JPG,null,image-keyboard-response,13,2156,0.0-13.0,2,Cue,"function(){
        return jsPsych.randomization.sampleWithoutReplacement(cueDuration, 1)[0]}","""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,jspsych/allFaces/BM32NES.JPG,null,image-keyboard-response,14,2181,0.0-14.0,2,backwardMask,20,"""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,15,2198,0.0-15.0,2,fixationBtwnNeutralMaskAndPrompt,10,"""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,16,2216,0.0-16.0,4,ITI,10,"""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,jspsych/allScrambledFaces/scrambledBF12DIS.JPG,null,image-keyboard-response,17,2246,0.0-17.0,3,forwardMask,20,d,10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,jspsych/allFaces/BF12DIS.JPG,null,image-keyboard-response,18,2320,0.0-18.0,3,Cue,"function(){
        return jsPsych.randomization.sampleWithoutReplacement(cueDuration, 1)[0]}","""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,jspsych/allFaces/BM09NES.JPG,null,image-keyboard-response,19,2393,0.0-19.0,3,backwardMask,20,"""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,20,2453,0.0-20.0,3,fixationBtwnNeutralMaskAndPrompt,10,"""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,21,2609,0.0-21.0,5,ITI,10,"""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,jspsych/allScrambledFaces/scrambledAM21NES.JPG,null,image-keyboard-response,22,2738,0.0-22.0,4,forwardMask,20,n,10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,jspsych/allFaces/AM21NES.JPG,null,image-keyboard-response,23,2819,0.0-23.0,4,Cue,"function(){
        return jsPsych.randomization.sampleWithoutReplacement(cueDuration, 1)[0]}","""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,jspsych/allFaces/BF24NES.JPG,null,image-keyboard-response,24,2882,0.0-24.0,4,backwardMask,20,"""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,25,2896,0.0-25.0,4,fixationBtwnNeutralMaskAndPrompt,10,"""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,26,2914,0.0-26.0,6,ITI,10,"""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,jspsych/allScrambledFaces/scrambledAF33NES.JPG,null,image-keyboard-response,27,2958,0.0-27.0,5,forwardMask,20,n,10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,jspsych/allFaces/AF33NES.JPG,null,image-keyboard-response,28,2980,0.0-28.0,5,Cue,"function(){
        return jsPsych.randomization.sampleWithoutReplacement(cueDuration, 1)[0]}","""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
40,1,null,jspsych/allFaces/AM13NES.JPG,null,image-keyboard-response,29,3006,0.0-29.0,5,backwardMask,20,"""",10/23/2020 21:00,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",WebKit,Chrome,86.0.4240.111,Windows,10
