run_id,condition,rt,responses,trial_type,trial_index,time_elapsed,internal_node_id,stimulus,button_pressed,key_press,StimulusDurationSetting,iTrial,Phase,correctResponse,CharacterResponse,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version
35,1,8231.44,"{""Q0"":""123""}",survey-text,0,8250,0.0-0.0,"""","""","""","""","""","""","""","""",11/9/2020 14:57,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",WebKit,Chrome,86.0.4240.183,Windows,10
35,1,33242.935,"""",video-button-response,1,41521,0.0-1.0,"""",0,"""","""","""","""","""","""",11/9/2020 14:57,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",WebKit,Chrome,86.0.4240.183,Windows,10
35,1,null,"""",html-keyboard-response,2,42534,0.0-2.0,"<div style=""font-size:60px;"">+</div>","""",null,1000,1,ITI,"""","""",11/9/2020 14:57,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",WebKit,Chrome,86.0.4240.183,Windows,10
35,1,null,"""",image-keyboard-response,3,42790,0.0-3.0,jspsych/scrambledDisgustFaces/scrambledBM05DIS.JPG,"""",null,250,1,forwardMask,d,"""",11/9/2020 14:57,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",WebKit,Chrome,86.0.4240.183,Windows,10
35,1,null,"""",image-keyboard-response,4,42960,0.0-4.0,jspsych/disgustFaces/BM05DIS.JPG,"""",null,160,1,Cue,"""","""",11/9/2020 14:57,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",WebKit,Chrome,86.0.4240.183,Windows,10
35,1,null,"""",image-keyboard-response,5,43068,0.0-5.0,jspsych/neutralFaces/AM22NES.JPG,"""",null,100,1,backwardMask,"""","""",11/9/2020 14:57,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",WebKit,Chrome,86.0.4240.183,Windows,10
35,1,null,"""",html-keyboard-response,6,43273,0.0-6.0,"<div style=""font-size:60px;"">+</div>","""",null,200,1,fixationBtwnNeutralMaskAndPrompt,"""","""",11/9/2020 14:57,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",WebKit,Chrome,86.0.4240.183,Windows,10
35,1,402.4,"""",html-keyboard-response,7,43678,0.0-7.0,"<p> What was the emotion of the hidden face? <br> Press, <b>d</b> for <i>disgust face</i> or <b>n</b> for <i>neutral face</i></p>","""",68,"""",1,Query,"""",d,11/9/2020 14:57,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",WebKit,Chrome,86.0.4240.183,Windows,10
35,1,null,"""",html-keyboard-response,8,44683,0.0-8.0,"<div style=""font-size:60px;"">+</div>","""",null,1000,2,ITI,"""","""",11/9/2020 14:57,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",WebKit,Chrome,86.0.4240.183,Windows,10
35,1,null,"""",image-keyboard-response,9,44943,0.0-9.0,jspsych/scrambledDisgustFaces/scrambledBM20DIS.JPG,"""",null,250,2,forwardMask,d,"""",11/9/2020 14:57,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",WebKit,Chrome,86.0.4240.183,Windows,10
35,1,null,"""",image-keyboard-response,10,45013,0.0-10.0,jspsych/disgustFaces/BM20DIS.JPG,"""",null,67,2,Cue,"""","""",11/9/2020 14:57,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",WebKit,Chrome,86.0.4240.183,Windows,10
