run_id,condition,rt,responses,trial_type,trial_index,time_elapsed,internal_node_id,stimulus,button_pressed,iTrial,Phase,ExperimentPhase,key_press,StimulusDurationSetting,correctResponse,slider_start,response,Rearranged,didSubjectEnterRearranged,rearranged,Face,Name,CharacterResponse,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version
98,1,null,"""",html-keyboard-response,10,27030,0.0-10.0,"<div style=""font-size:60px;"">+</div>","""",4,ITI,Practice,null,1000,"""","""","""","""","""","""","""","""","""",1/26/2021 17:45,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
98,1,7171.495,"""",image-button-response,11,34204,0.0-11.0,directionsForTest.JPG,0,1,directionsForTest,break,"""","""","""","""","""","""","""","""","""","""","""",1/26/2021 17:45,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
98,1,10825.94,"""",image-button-response,12,45035,0.0-12.0,directionsForTest2.JPG,0,1,directionsForTest2,break,"""","""","""","""","""","""","""","""","""","""","""",1/26/2021 17:45,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
98,1,null,"""",html-keyboard-response,13,46041,0.0-13.0,"<div style=""font-size:60px;"">+</div>","""",1,ITI,Practice,null,1000,"""","""","""","""","""","""","""","""","""",1/26/2021 17:45,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
98,1,null,"""",image-keyboard-response,14,46304,0.0-14.0,jspsych/scrambledNeutralFaces/scrambledAM35NES.JPG,"""",1,forwardMask,Practice,null,250,n,"""","""","""","""","""","""","""","""",1/26/2021 17:45,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
98,1,null,"""",image-keyboard-response,15,46325,0.0-15.0,jspsych/neutralFaces/AM35NES.JPG,"""",1,Cue,Practice,null,"function(){
        return jsPsych.randomization.sampleWithoutReplacement(cueDuration, 1)[0]}","""","""","""","""","""","""","""","""","""",1/26/2021 17:45,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
98,1,null,"""",image-keyboard-response,16,46433,0.0-16.0,jspsych/neutralFaces/BF31NES.JPG,"""",1,backwardMask,Practice,null,100,"""","""","""","""","""","""","""","""","""",1/26/2021 17:45,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
98,1,null,"""",html-keyboard-response,17,47440,0.0-17.0,"<div style=""font-size:60px;"">+</div>","""",1,fixationBtwnNeutralMaskAndPrompt,Practice,null,1000,"""","""","""","""","""","""","""","""","""",1/26/2021 17:45,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
98,1,5399.655,"""",html-slider-response,18,52847,0.0-18.0,"<p><b> Practice Set </b></p><img src='jspsych/CFDfaces/CFD-WF-218-087-N.jpg'height=""250px""></br><b>Shannon</b>","""",1,ConfidenceQuery,Practice,"""","""","""",50,50,1,2,"""","""","""","""",1/26/2021 17:45,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
98,1,1600.95,"""",html-button-response,19,54456,0.0-19.0,<p>You responded that you were not sure.</p> <p>The pair was rearranged.</p>,0,1,feedback,Practice,"""","""","""","""","""","""","""","""","""","""","""",1/26/2021 17:45,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
98,1,null,"""",html-keyboard-response,20,55464,0.0-20.0,"<div style=""font-size:60px;"">+</div>","""",2,ITI,Practice,null,1000,"""","""","""","""","""","""","""","""","""",1/26/2021 17:45,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
98,1,null,"""",image-keyboard-response,21,55723,0.0-21.0,jspsych/scrambledDisgustFaces/scrambledAM01DIS.JPG,"""",2,forwardMask,Practice,null,250,d,"""","""","""","""","""","""","""","""",1/26/2021 17:45,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
98,1,null,"""",image-keyboard-response,22,55747,0.0-22.0,jspsych/disgustFaces/AM01DIS.JPG,"""",2,Cue,Practice,null,"function(){
        return jsPsych.randomization.sampleWithoutReplacement(cueDuration, 1)[0]}","""","""","""","""","""","""","""","""","""",1/26/2021 17:45,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
98,1,null,"""",image-keyboard-response,23,55852,0.0-23.0,jspsych/neutralFaces/BM28NES.JPG,"""",2,backwardMask,Practice,null,100,"""","""","""","""","""","""","""","""","""",1/26/2021 17:45,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
98,1,null,"""",html-keyboard-response,24,56862,0.0-24.0,"<div style=""font-size:60px;"">+</div>","""",2,fixationBtwnNeutralMaskAndPrompt,Practice,null,1000,"""","""","""","""","""","""","""","""","""",1/26/2021 17:45,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
