run_id,condition,rt,responses,trial_type,trial_index,time_elapsed,internal_node_id,stimulus,button_pressed,iTrial,Phase,ExperimentPhase,key_press,StimulusDurationSetting,correctResponse,Face,Name,rearranged,slider_start,response,didSubjectEnterRearranged,CharacterResponse,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version
159,1,2641,"""",html-slider-response,59,164360,0.0-59.0,"<img src='jspsych/CFDfaces/CFD-WF-220-101-N.jpg'height=""250px""></br><b>Shannon</b>","""",5,ConfidenceQuery,Practice,"""","""","""",CFD-LM-225-130-N.jpg,Shawn,0,0,39,"""","""",2/28/2021 22:51,67.83.183.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0,,Firefox,86,Windows,10
159,1,1453,"""",html-button-response,60,165815,0.0-60.0,You are Incorrect. You Called an Intact Pair Rearranged,0,5,feedback,Practice,"""","""","""","""","""","""","""","""","""","""",2/28/2021 22:51,67.83.183.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0,,Firefox,86,Windows,10
159,1,null,"""",html-keyboard-response,61,166817,0.0-61.0,"<div style=""font-size:60px;"">+</div>","""",6,ITI,Practice,null,1000,"""","""","""","""","""","""","""","""",2/28/2021 22:51,67.83.183.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0,,Firefox,86,Windows,10
159,1,null,"""",image-keyboard-response,62,167069,0.0-62.0,jspsych/scrambledDisgustFaces/scrambledBF24DIS.JPG,"""",6,forwardMask,Practice,null,250,d,"""","""","""","""","""","""","""",2/28/2021 22:51,67.83.183.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0,,Firefox,86,Windows,10
159,1,null,"""",image-keyboard-response,63,167088,0.0-63.0,jspsych/disgustFaces/BF24DIS.JPG,"""",6,Cue,Practice,null,16,"""","""","""","""","""","""","""","""",2/28/2021 22:51,67.83.183.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0,,Firefox,86,Windows,10
159,1,null,"""",image-keyboard-response,64,167192,0.0-64.0,jspsych/neutralFaces/BF07NES.JPG,"""",6,backwardMask,Practice,null,100,"""","""","""","""","""","""","""","""",2/28/2021 22:51,67.83.183.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0,,Firefox,86,Windows,10
159,1,null,"""",html-keyboard-response,65,168192,0.0-65.0,"<div style=""font-size:60px;"">+</div>","""",6,fixationBtwnNeutralMaskAndPrompt,Practice,null,1000,"""","""","""","""","""","""","""","""",2/28/2021 22:51,67.83.183.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0,,Firefox,86,Windows,10
159,1,1244,"""",html-button-response,66,169439,0.0-66.0,"<img src='jspsych/CFDfaces/CFD-WM-222-057-N.jpg'height=""250px""></br><b>Carlos</b>",1,6,IntactOrRearranged,Practice,"""","""","""",CFD-LM-221-216-N.jpg,Paul,1,"""","""",1,"""",2/28/2021 22:51,67.83.183.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0,,Firefox,86,Windows,10
159,1,1198,"""",html-slider-response,67,170642,0.0-67.0,"<img src='jspsych/CFDfaces/CFD-WM-222-057-N.jpg'height=""250px""></br><b>Carlos</b>","""",6,ConfidenceQuery,Practice,"""","""","""",CFD-LM-221-216-N.jpg,Paul,1,0,0,"""","""",2/28/2021 22:51,67.83.183.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0,,Firefox,86,Windows,10
159,1,1171,"""",html-button-response,68,171815,0.0-68.0,You are Correct. You Called A Rearranged Pair Rearranged,0,6,feedback,Practice,"""","""","""","""","""","""","""","""","""","""",2/28/2021 22:51,67.83.183.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0,,Firefox,86,Windows,10
159,1,null,"""",html-keyboard-response,69,172816,0.0-69.0,"<div style=""font-size:60px;"">+</div>","""",7,ITI,Practice,null,1000,"""","""","""","""","""","""","""","""",2/28/2021 22:51,67.83.183.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0,,Firefox,86,Windows,10
