run_id,condition,rt,responses,trial_type,trial_index,time_elapsed,internal_node_id,stimulus,button_pressed,iTrial,Phase,ExperimentPhase,key_press,StimulusDurationSetting,correctResponse,slider_start,response,Rearranged,didSubjectEnterRearranged,rearranged,Face,Name,CharacterResponse,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version
87,1,null,"""",image-keyboard-response,51,81098,0.0-51.0,jspsych/scrambledNeutralFaces/scrambledAF34NES.JPG,"""",1,forwardMask,Test,null,250,n,"""","""","""","""","""","""","""","""",1/25/2021 4:42,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
87,1,null,"""",image-keyboard-response,52,81117,0.0-52.0,jspsych/neutralFaces/AF34NES.JPG,"""",1,Cue,Test,null,"function(){
        return jsPsych.randomization.sampleWithoutReplacement(cueDuration, 1)[0]}","""","""","""","""","""","""","""","""","""",1/25/2021 4:42,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
87,1,null,"""",image-keyboard-response,53,81229,0.0-53.0,jspsych/neutralFaces/AF05NES.JPG,"""",1,backwardMask,Test,null,100,"""","""","""","""","""","""","""","""","""",1/25/2021 4:42,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
87,1,null,"""",html-keyboard-response,54,82239,0.0-54.0,"<div style=""font-size:60px;"">+</div>","""",1,fixationBtwnNeutralMaskAndPrompt,Test,null,1000,"""","""","""","""","""","""","""","""","""",1/25/2021 4:42,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
87,1,1628.52,"""",html-slider-response,55,83875,0.0-55.0,"<img src='jspsych/CFDfaces/CFD-AM-207-108-N.jpg' height=""250px"">,</br><b>Christian</b>","""",1,ConfidenceQuery,Test,"""","""","""",50,50,"""",2,1,CFD-AF-203-077-N.jpg,Michelle,"""",1/25/2021 4:42,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
87,1,null,"""",html-keyboard-response,56,84887,0.0-56.0,"<div style=""font-size:60px;"">+</div>","""",2,ITI,Test,null,1000,"""","""","""","""","""","""","""","""","""",1/25/2021 4:42,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
87,1,null,"""",image-keyboard-response,57,85153,0.0-57.0,jspsych/scrambledDisgustFaces/scrambledAM35DIS.JPG,"""",2,forwardMask,Test,null,250,d,"""","""","""","""","""","""","""","""",1/25/2021 4:42,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
87,1,null,"""",image-keyboard-response,58,85177,0.0-58.0,jspsych/disgustFaces/AM35DIS.JPG,"""",2,Cue,Test,null,"function(){
        return jsPsych.randomization.sampleWithoutReplacement(cueDuration, 1)[0]}","""","""","""","""","""","""","""","""","""",1/25/2021 4:42,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
87,1,null,"""",image-keyboard-response,59,85287,0.0-59.0,jspsych/neutralFaces/BM30NES.JPG,"""",2,backwardMask,Test,null,100,"""","""","""","""","""","""","""","""","""",1/25/2021 4:42,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
87,1,null,"""",html-keyboard-response,60,86293,0.0-60.0,"<div style=""font-size:60px;"">+</div>","""",2,fixationBtwnNeutralMaskAndPrompt,Test,null,1000,"""","""","""","""","""","""","""","""","""",1/25/2021 4:42,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
87,1,1126.77,"""",html-slider-response,61,87422,0.0-61.0,"<img src='jspsych/CFDfaces/CFD-AF-201-060-N.jpg' height=""250px"">,</br><b>Kristina</b>","""",2,ConfidenceQuery,Test,"""","""","""",50,50,"""",2,0,CFD-AF-203-077-N.jpg,Michelle,"""",1/25/2021 4:42,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
87,1,null,"""",html-keyboard-response,62,88426,0.0-62.0,"<div style=""font-size:60px;"">+</div>","""",3,ITI,Test,null,1000,"""","""","""","""","""","""","""","""","""",1/25/2021 4:42,67.83.183.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10
